Case,Activity,Timestamp,Resource,label,original_activity,isdistorted,BaseActivity,ProcessedActivity,canonical_activity,is_distorted,y_true,Activity_fixed
1397,Make decision,2023-12-19 16:17:35.377,Manager-000002,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
1397,notify reject,2023-12-19 16:18:55.286,Manager-000001,,notify reject,0,notify reject,notify reject,notify reject,0,0,notify reject
1397,review request received,2023-12-19 16:42:32.686,,,review request received,0,review request received,review request received,review request received,0,0,review request received
1397,Check for completeness,2023-12-19 16:42:42.686,Clerk-000001,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
1397,Perform checks,2023-12-19 16:52:02.603,Clerk-000006,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
1397,Make decision,2023-12-19 16:52:18.868,Manager-000003,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
1397,Notify accept,2023-12-19 16:55:58.574,Manager-000005,,Notify accept,0,Notify accept,notify accept,Notify accept,0,0,Notify accept
1397,Deliver card,2023-12-19 17:13:42.918,Manager-000006,,Deliver card,0,Deliver card,deliver card,Deliver card,0,0,Deliver card
1397,EVENT 13 END,2023-12-19 17:14:59.231,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
1398,Check for completeness,2023-12-19 18:34:51.417,Clerk-000004,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
1398,New online application received,2023-12-19 18:34:51.417,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
1398,Request info,2023-12-19 18:36:32.238,Manager-000004,,Request info,0,Request info,request info,Request info,0,0,Request info
1398,info received,2023-12-19 18:37:22.655,,,info received,0,info received,info received,info received,0,0,info received
1398,Check for completeness,2023-12-19 18:37:32.655,Clerk-000003,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
1398,Request info,2023-12-19 19:09:04.184,Manager-000002,,Request info,0,Request info,request info,Request info,0,0,Request info
1398,info received,2023-12-19 19:09:11.457,,,info received,0,info received,info received,info received,0,0,info received
1398,Check for completeness,2023-12-19 19:09:21.457,Clerk-000005,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
1398,Perform checks,2023-12-19 19:11:34.253,Clerk-000001,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
1398,Make decision,2023-12-19 19:14:03.173,Manager-000001,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
1398,Notify accept,2023-12-19 19:17:56.982,Manager-000003,,Notify accept,0,Notify accept,notify accept,Notify accept,0,0,Notify accept
1398,Deliver card,2023-12-19 19:18:21.791,Manager-000005,,Deliver card,0,Deliver card,deliver card,Deliver card,0,0,Deliver card
1398,EVENT 13 END,2023-12-19 19:26:57.874,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
1399,Check for completeness,2023-12-19 19:06:14.224,Clerk-000002,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
1399,New online application received,2023-12-19 19:06:14.224,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
1399,Perform checks,2023-12-19 19:15:04.733,Clerk-000006,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
1399,Make decision,2023-12-19 19:58:19.390,Manager-000006,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
1399,Notify accept,2023-12-19 20:01:35.872,Manager-000004,,Notify accept,0,Notify accept,notify accept,Notify accept,0,0,Notify accept
1399,Deliver card,2023-12-19 20:07:59.191,Manager-000002,,Deliver card,0,Deliver card,deliver card,Deliver card,0,0,Deliver card
1399,EVENT 13 END,2023-12-19 20:27:50.071,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
14,Check for completeness,2023-09-29 16:51:09.691,Clerk-000002,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
14,New online application received,2023-09-29 16:51:09.691,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
14,Perform checks,2023-09-29 16:54:07.012,Clerk-000006,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
14,Make decision,2023-09-29 17:08:43.888,Manager-000001,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
14,notify reject,2023-09-29 17:40:01.342,Manager-000003,,notify reject,0,notify reject,notify reject,notify reject,0,0,notify reject
14,time out,2023-09-29 18:03:59.442,,,time out,0,time out,time out,time out,0,0,time out
14,EVENT 13 END,2023-09-29 18:04:09.442,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
140,Check for completeness,2023-10-06 11:49:14.009,Clerk-000002,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
140,New online application received,2023-10-06 11:49:14.009,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
140,Request info,2023-10-06 11:52:16.661,Manager-000005,,Request info,0,Request info,request info,Request info,0,0,Request info
140,info received,2023-10-06 11:52:25.760,,,info received,0,info received,info received,info received,0,0,info received
140,Check for completeness,2023-10-06 11:52:35.760,Clerk-000004,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
140,Request info,2023-10-06 11:57:34.459,Manager-000004,,Request info,0,Request info,request info,Request info,0,0,Request info
140,info received,2023-10-06 12:06:28.172,,,info received,0,info received,info received,info received,0,0,info received
140,Check for completeness,2023-10-06 12:06:38.172,Clerk-000003,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
140,Request info,2023-10-06 12:06:39.596,Manager-000003,,Request info,0,Request info,request info,Request info,0,0,Request info
140,info received,2023-10-06 12:12:34.280,,,info received,0,info received,info received,info received,0,0,info received
140,Check for completeness,2023-10-06 12:12:44.280,Clerk-000005,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
140,Request info,2023-10-06 12:32:45.915,Manager-000006,,Request info,0,Request info,request info,Request info,0,0,Request info
140,info received,2023-10-06 12:34:40.657,,,info received,0,info received,info received,info received,0,0,info received
140,Check for completeness,2023-10-06 12:34:50.657,Clerk-000002,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
140,Perform checks,2023-10-06 12:48:58.197,Clerk-000001,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
140,Make decision,2023-10-06 13:14:49.418,Manager-000004,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
140,notify reject,2023-10-06 13:27:21.659,Manager-000006,,notify reject,0,notify reject,notify reject,notify reject,0,0,notify reject
140,review request received,2023-10-06 13:30:42.279,,,review request received,0,review request received,review request received,review request received,0,0,review request received
140,Check for completeness,2023-10-06 13:30:52.279,Clerk-000002,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
140,Request info,2023-10-06 13:49:50.070,Manager-000001,,Request info,0,Request info,request info,Request info,0,0,Request info
140,info received,2023-10-06 13:50:50.579,,,info received,0,info received,info received,info received,0,0,info received
140,Check for completeness,2023-10-06 13:51:00.579,Clerk-000003,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
140,Request info,2023-10-06 14:09:17.533,Manager-000005,,Request info,0,Request info,request info,Request info,0,0,Request info
140,info received,2023-10-06 14:13:52.273,,,info received,0,info received,info received,info received,0,0,info received
140,Check for completeness,2023-10-06 14:14:02.273,Clerk-000001,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
140,Perform checks,2023-10-06 14:24:19.810,Clerk-000006,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
140,Make decision,2023-10-06 14:29:38.756,Manager-000004,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
140,Notify accept,2023-10-06 14:37:08.091,Manager-000006,,Notify accept,0,Notify accept,notify accept,Notify accept,0,0,Notify accept
140,Deliver card,2023-10-06 14:49:33.153,Manager-000001,,Deliver card,0,Deliver card,deliver card,Deliver card,0,0,Deliver card
140,EVENT 13 END,2023-10-06 14:50:28.397,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
1400,Check for completeness,2023-12-19 20:29:34.754,Clerk-000004,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
1400,New online application received,2023-12-19 20:29:34.754,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
1400,Perform checks,2023-12-19 20:31:05.718,Clerk-000003,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
1400,Make decision,2023-12-19 20:33:57.027,Manager-000001,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
1400,Notify accept,2023-12-19 21:00:14.624,Manager-000004,,Notify accept,0,Notify accept,notify accept,Notify accept,0,0,Notify accept
1400,Deliver card,2023-12-19 21:03:15.828,Manager-000002,,Deliver card,0,Deliver card,deliver card,Deliver card,0,0,Deliver card
1400,EVENT 13 END,2023-12-19 21:08:00.613,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
1401,Check for completeness,2023-12-19 20:36:27.600,Clerk-000005,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
1401,New online application received,2023-12-19 20:36:27.600,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
1401,Perform checks,2023-12-19 20:39:34.542,Clerk-000001,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
1401,Make decision,2023-12-19 20:53:32.974,Manager-000003,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
1401,notify reject,2023-12-19 20:54:57.494,Manager-000005,,notify reject,0,notify reject,notify reject,notify reject,0,0,notify reject
1401,time out,2023-12-19 21:16:22.675,,,time out,0,time out,time out,time out,0,0,time out
1401,EVENT 13 END,2023-12-19 21:16:32.675,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
1402,Check for completeness,2023-12-19 20:52:22.876,Clerk-000002,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
1402,New online application received,2023-12-19 20:52:22.876,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
1402,Request info,2023-12-19 21:05:18.196,Manager-000003,,Request info,0,Request info,request info,Request info,0,0,Request info
